datetime,trashamount
2026-04-17T08:39:06.463637+00:00,11
2026-04-17T08:39:06.400150+00:00,25
2026-04-17T08:39:06.405325+00:00,28
2026-04-17T08:39:06.406773+00:00,27
2026-04-17T08:39:06.408831+00:00,7
2026-04-17T08:39:06.413087+00:00,19
2026-04-17T08:39:06.417141+00:00,22
2026-04-17T08:39:06.422368+00:00,24
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,6
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,6
2026-04-17T08:39:06.459287+00:00,15
2026-04-17T08:39:06.463637+00:00,10
2026-04-17T08:39:06.400150+00:00,41
2026-04-17T08:39:06.405325+00:00,47
2026-04-17T08:39:06.406773+00:00,47
2026-04-17T08:39:06.408831+00:00,14
2026-04-17T08:39:06.413087+00:00,29
2026-04-17T08:39:06.417141+00:00,39
2026-04-17T08:39:06.422368+00:00,41
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,14
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,14
2026-04-17T08:39:06.459287+00:00,25
2026-04-17T08:39:06.463637+00:00,18
2026-04-17T08:39:06.400150+00:00,28
2026-04-17T08:39:06.405325+00:00,34
2026-04-17T08:39:06.406773+00:00,35
2026-04-17T08:39:06.408831+00:00,12
2026-04-17T08:39:06.413087+00:00,20
2026-04-17T08:39:06.417141+00:00,32
2026-04-17T08:39:06.422368+00:00,29
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,9
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,11
2026-04-17T08:39:06.459287+00:00,17
2026-04-17T08:39:06.463637+00:00,15
2026-04-17T08:39:06.400150+00:00,6
2026-04-17T08:39:06.405325+00:00,1
2026-04-17T08:39:06.406773+00:00,4
2026-04-17T08:39:06.408831+00:00,0
2026-04-17T08:39:06.413087+00:00,2
2026-04-17T08:39:06.417141+00:00,11
2026-04-17T08:39:06.422368+00:00,10
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,0
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,1
2026-04-17T08:39:06.459287+00:00,5
2026-04-17T08:39:06.463637+00:00,2
2026-04-17T08:39:06.400150+00:00,47
2026-04-17T08:39:06.405325+00:00,50
2026-04-17T08:39:06.406773+00:00,50
2026-04-17T08:39:06.408831+00:00,15
2026-04-17T08:39:06.413087+00:00,34
2026-04-17T08:39:06.417141+00:00,50
2026-04-17T08:39:06.422368+00:00,50
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,16
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,15
2026-04-17T08:39:06.459287+00:00,28
2026-04-17T08:39:06.463637+00:00,20
2026-04-17T08:39:06.400150+00:00,41
2026-04-17T08:39:06.405325+00:00,45
2026-04-17T08:39:06.406773+00:00,43
2026-04-17T08:39:06.408831+00:00,12
2026-04-17T08:39:06.413087+00:00,29
2026-04-17T08:39:06.417141+00:00,45
2026-04-17T08:39:06.422368+00:00,48
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,13
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,14
2026-04-17T08:39:06.459287+00:00,25
2026-04-17T08:39:06.463637+00:00,16
2026-04-17T08:39:06.400150+00:00,28
2026-04-17T08:39:06.405325+00:00,34
2026-04-17T08:39:06.406773+00:00,35
2026-04-17T08:39:06.408831+00:00,12
2026-04-17T08:39:06.413087+00:00,20
2026-04-17T08:39:06.400150+00:00,28
2026-04-17T08:39:06.405325+00:00,34
2026-04-17T08:39:06.406773+00:00,35
2026-04-17T08:39:06.408831+00:00,12
2026-04-17T08:39:06.413087+00:00,20
2026-04-17T08:39:06.417141+00:00,32
2026-04-17T08:39:06.422368+00:00,29
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,9
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,11
2026-04-17T08:39:06.459287+00:00,17
2026-04-17T08:39:06.463637+00:00,15
2026-04-17T08:39:06.400150+00:00,45
2026-04-17T08:39:06.405325+00:00,47
2026-04-17T08:39:06.406773+00:00,40
2026-04-17T08:39:06.408831+00:00,15
2026-04-17T08:39:06.413087+00:00,30
2026-04-17T08:39:06.417141+00:00,44
2026-04-17T08:39:06.422368+00:00,43
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,12
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,13
2026-04-17T08:39:06.459287+00:00,27
2026-04-17T08:39:06.463637+00:00,18
2026-04-17T08:39:06.400150+00:00,28
2026-04-17T08:39:06.405325+00:00,34
2026-04-17T08:39:06.406773+00:00,35
2026-04-17T08:39:06.408831+00:00,12
2026-04-17T08:39:06.413087+00:00,20
2026-04-17T08:39:06.417141+00:00,32
2026-04-17T08:39:06.422368+00:00,28
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,9
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,11
2026-04-17T08:39:06.459287+00:00,17
2026-04-17T08:39:06.463637+00:00,15
2026-04-17T08:39:06.400150+00:00,42
2026-04-17T08:39:06.405325+00:00,44
2026-04-17T08:39:06.406773+00:00,44
2026-04-17T08:39:06.408831+00:00,14
2026-04-17T08:39:06.413087+00:00,33
2026-04-17T08:39:06.417141+00:00,46
2026-04-17T08:39:06.422368+00:00,45
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,14
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,14
2026-04-17T08:39:06.459287+00:00,23
2026-04-17T08:39:06.463637+00:00,19
2026-04-17T08:39:06.400150+00:00,40
2026-04-17T08:39:06.405325+00:00,46
2026-04-17T08:39:06.406773+00:00,44
2026-04-17T08:39:06.408831+00:00,14
2026-04-17T08:39:06.413087+00:00,29
2026-04-17T08:39:06.417141+00:00,45
2026-04-17T08:39:06.422368+00:00,44
2026-04-17T08:39:06.427136+00:00,0
2026-04-17T08:39:06.432961+00:00,0
2026-04-17T08:39:06.437406+00:00,0
2026-04-17T08:39:06.442247+00:00,13
2026-04-17T08:39:06.446781+00:00,0
2026-04-17T08:39:06.451123+00:00,0
2026-04-17T08:39:06.454327+00:00,14
2026-04-17T08:39:06.459287+00:00,28
